Hourly measurement data supplied by UK-air on 13/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Dundee Mains Loan",
Latitude,,56.475434,,
Longitude,,-2.959861,,
Site Type,,Urban Background,,
Zone,,North East Scotland,,
Agglomeration,,#N/A,,
Local Authority,,"Dundee",,
Date,Time,"Nitrogen dioxide",Status
2024-06-20,01:00:00,3.87696,V ugm-3
2024-06-20,02:00:00,2.20514,V ugm-3
2024-06-20,03:00:00,2.05574,V ugm-3
2024-06-20,04:00:00,2.60739,V ugm-3
2024-06-20,05:00:00,2.20658,V ugm-3
2024-06-20,06:00:00,3.15984,V ugm-3
2024-06-20,07:00:00,2.61172,V ugm-3
2024-06-20,08:00:00,2.46223,V ugm-3
2024-06-20,09:00:00,2.71057,V ugm-3
2024-06-20,10:00:00,2.81131,V ugm-3
2024-06-20,11:00:00,2.71192,V ugm-3
2024-06-20,12:00:00,2.5107,V ugm-3
2024-06-20,13:00:00,2.61118,V ugm-3
2024-06-20,14:00:00,2.31058,V ugm-3
2024-06-20,15:00:00,2.96215,V ugm-3
2024-06-20,16:00:00,3.06289,V ugm-3
2024-06-20,17:00:00,3.21374,V ugm-3
2024-06-20,18:00:00,3.71366,V ugm-3
2024-06-20,19:00:00,4.31242,V ugm-3
2024-06-20,20:00:00,5.6654,V ugm-3
2024-06-20,21:00:00,8.87102,V ugm-3
2024-06-20,22:00:00,5.91428,V ugm-3
2024-06-20,23:00:00,7.81674,V ugm-3
2024-06-20,24:00:00,7.46712,V ugm-3
2024-06-21,01:00:00,6.21815,V ugm-3
2024-06-21,02:00:00,4.28075,V ugm-3
2024-06-21,03:00:00,4.31211,V ugm-3
2024-06-21,04:00:00,3.96258,V ugm-3
2024-06-21,05:00:00,4.56419,V ugm-3
2024-06-21,06:00:00,5.16749,V ugm-3
2024-06-21,07:00:00,7.93022,V ugm-3
2024-06-21,08:00:00,7.78122,V ugm-3
2024-06-21,09:00:00,5.67333,V ugm-3
2024-06-21,10:00:00,7.23227,V ugm-3
2024-06-21,11:00:00,7.78459,V ugm-3
2024-06-21,12:00:00,5.22268,V ugm-3
2024-06-21,13:00:00,4.62107,V ugm-3
2024-06-21,14:00:00,6.42928,V ugm-3
2024-06-21,15:00:00,5.17227,V ugm-3
2024-06-21,16:00:00,7.28016,V ugm-3
2024-06-21,17:00:00,3.41532,V ugm-3
2024-06-21,18:00:00,2.86131,V ugm-3
2024-06-21,19:00:00,6.27101,V ugm-3
2024-06-21,20:00:00,5.41675,V ugm-3
2024-06-21,21:00:00,3.81274,V ugm-3
2024-06-21,22:00:00,5.71728,V ugm-3
2024-06-21,23:00:00,7.47085,V ugm-3
2024-06-21,24:00:00,4.01131,V ugm-3
2024-06-22,01:00:00,4.34908,V ugm-3
2024-06-22,02:00:00,2.14168,V ugm-3
2024-06-22,03:00:00,3.96562,V ugm-3
2024-06-22,04:00:00,3.01155,V ugm-3
2024-06-22,05:00:00,2.60991,V ugm-3
2024-06-22,06:00:00,3.51498,V ugm-3
2024-06-22,07:00:00,3.06522,V ugm-3
2024-06-22,08:00:00,2.46466,V ugm-3
2024-06-22,09:00:00,1.61092,V ugm-3
2024-06-22,10:00:00,1.41025,V ugm-3
2024-06-22,11:00:00,1.26091,V ugm-3
2024-06-22,12:00:00,1.05878,V ugm-3
2024-06-22,13:00:00,1.0089,V ugm-3
2024-06-22,14:00:00,1.05791,V ugm-3
2024-06-22,15:00:00,1.15766,V ugm-3
2024-06-22,16:00:00,1.25828,V ugm-3
2024-06-22,17:00:00,1.40967,V ugm-3
2024-06-22,18:00:00,1.35862,V ugm-3
2024-06-22,19:00:00,1.56075,V ugm-3
2024-06-22,20:00:00,2.31182,V ugm-3
2024-06-22,21:00:00,2.81234,V ugm-3
2024-06-22,22:00:00,2.96284,V ugm-3
2024-06-22,23:00:00,2.60991,V ugm-3
2024-06-22,24:00:00,3.96504,V ugm-3
2024-06-23,01:00:00,3.01334,V ugm-3
2024-06-23,02:00:00,2.68107,V ugm-3
2024-06-23,03:00:00,2.81343,V ugm-3
2024-06-23,04:00:00,2.31202,V ugm-3
2024-06-23,05:00:00,0.95565,V ugm-3
2024-06-23,06:00:00,1.15706,V ugm-3
2024-06-23,07:00:00,1.6612,V ugm-3
2024-06-23,08:00:00,1.30978,V ugm-3
2024-06-23,09:00:00,1.00887,V ugm-3
2024-06-23,10:00:00,0.90847,V ugm-3
2024-06-23,11:00:00,0.75786,V ugm-3
2024-06-23,12:00:00,1.21059,V ugm-3
2024-06-23,13:00:00,1.05757,V ugm-3
2024-06-23,14:00:00,1.16008,V ugm-3
2024-06-23,15:00:00,1.91281,V ugm-3
2024-06-23,16:00:00,3.02269,V ugm-3
2024-06-23,17:00:00,2.66615,V ugm-3
2024-06-23,18:00:00,4.07301,V ugm-3
2024-06-23,19:00:00,3.66959,V ugm-3
2024-06-23,20:00:00,3.46757,V ugm-3
2024-06-23,21:00:00,3.91909,V ugm-3
2024-06-23,22:00:00,5.37525,V ugm-3
2024-06-23,23:00:00,3.51566,V ugm-3
2024-06-23,24:00:00,2.91444,V ugm-3
2024-06-24,01:00:00,3.01708,V ugm-3
2024-06-24,02:00:00,4.489,V ugm-3
2024-06-24,03:00:00,3.61981,V ugm-3
2024-06-24,04:00:00,3.06596,V ugm-3
2024-06-24,05:00:00,2.66438,V ugm-3
2024-06-24,06:00:00,2.56797,V ugm-3
2024-06-24,07:00:00,2.71993,V ugm-3
2024-06-24,08:00:00,3.07376,V ugm-3
2024-06-24,09:00:00,2.67063,V ugm-3
2024-06-24,10:00:00,2.92087,V ugm-3
2024-06-24,11:00:00,3.32338,V ugm-3
2024-06-24,12:00:00,3.17268,V ugm-3
2024-06-24,13:00:00,3.72527,V ugm-3
2024-06-24,14:00:00,No data,V ugm-3
2024-06-24,15:00:00,2.92025,V ugm-3
2024-06-24,16:00:00,3.77395,V ugm-3
2024-06-24,17:00:00,3.32182,V ugm-3
2024-06-24,18:00:00,2.9683,V ugm-3
2024-06-24,19:00:00,3.52121,V ugm-3
2024-06-24,20:00:00,5.27853,V ugm-3
2024-06-24,21:00:00,5.68011,V ugm-3
2024-06-24,22:00:00,5.52878,V ugm-3
2024-06-24,23:00:00,3.368,V ugm-3
2024-06-24,24:00:00,5.93004,V ugm-3
2024-06-25,01:00:00,8.30938,V ugm-3
2024-06-25,02:00:00,5.02509,V ugm-3
2024-06-25,03:00:00,4.87498,V ugm-3
2024-06-25,04:00:00,4.37199,V ugm-3
2024-06-25,05:00:00,3.51944,V ugm-3
2024-06-25,06:00:00,3.21953,V ugm-3
2024-06-25,07:00:00,3.37297,V ugm-3
2024-06-25,08:00:00,4.23067,V ugm-3
2024-06-25,09:00:00,5.58954,V ugm-3
2024-06-25,10:00:00,4.48308,V ugm-3
2024-06-25,11:00:00,4.63137,V ugm-3
2024-06-25,12:00:00,6.18543,V ugm-3
2024-06-25,13:00:00,6.89272,V ugm-3
2024-06-25,14:00:00,5.99266,V ugm-3
2024-06-25,15:00:00,5.68972,V ugm-3
2024-06-25,16:00:00,4.9325,V ugm-3
2024-06-25,17:00:00,8.39685,V ugm-3
2024-06-25,18:00:00,5.53294,V ugm-3
2024-06-25,19:00:00,5.89431,V ugm-3
2024-06-25,20:00:00,4.4292,V ugm-3
2024-06-25,21:00:00,4.12292,V ugm-3
2024-06-25,22:00:00,3.36691,V ugm-3
2024-06-25,23:00:00,5.22605,V ugm-3
2024-06-25,24:00:00,3.6184,V ugm-3
2024-06-26,01:00:00,2.01241,V ugm-3
2024-06-26,02:00:00,4.49099,V ugm-3
2024-06-26,03:00:00,3.92031,V ugm-3
2024-06-26,04:00:00,3.21722,V ugm-3
2024-06-26,05:00:00,3.36736,V ugm-3
2024-06-26,06:00:00,4.52556,V ugm-3
2024-06-26,07:00:00,8.69972,V ugm-3
2024-06-26,08:00:00,10.86364,V ugm-3
2024-06-26,09:00:00,No data,V ugm-3
2024-06-26,10:00:00,7.24478,V ugm-3
2024-06-26,11:00:00,5.33237,V ugm-3
2024-06-26,12:00:00,4.42714,V ugm-3
2024-06-26,13:00:00,3.22134,V ugm-3
2024-06-26,14:00:00,2.71863,V ugm-3
2024-06-26,15:00:00,3.27188,V ugm-3
2024-06-26,16:00:00,3.16963,V ugm-3
2024-06-26,17:00:00,3.16992,V ugm-3
2024-06-26,18:00:00,2.96925,V ugm-3
2024-06-26,19:00:00,2.06284,V ugm-3
2024-06-26,20:00:00,2.56438,V ugm-3
2024-06-26,21:00:00,3.21781,V ugm-3
2024-06-26,22:00:00,3.21781,V ugm-3
2024-06-26,23:00:00,5.7293,V ugm-3
2024-06-26,24:00:00,5.3776,V ugm-3
2024-06-27,01:00:00,4.35716,V ugm-3
2024-06-27,02:00:00,5.09179,V ugm-3
2024-06-27,03:00:00,4.57422,V ugm-3
2024-06-27,04:00:00,3.06661,V ugm-3
2024-06-27,05:00:00,3.31897,V ugm-3
2024-06-27,06:00:00,2.76714,V ugm-3
2024-06-27,07:00:00,3.42517,V ugm-3
2024-06-27,08:00:00,4.07834,V ugm-3
2024-06-27,09:00:00,3.47541,V ugm-3
2024-06-27,10:00:00,3.07117,V ugm-3
2024-06-27,11:00:00,2.87105,V ugm-3
2024-06-27,12:00:00,3.87594,V ugm-3
2024-06-27,13:00:00,3.32382,V ugm-3
2024-06-27,14:00:00,4.27818,V ugm-3
2024-06-27,15:00:00,3.92875,V ugm-3
2024-06-27,16:00:00,3.77602,V ugm-3
2024-06-27,17:00:00,4.07577,V ugm-3
2024-06-27,18:00:00,3.42089,V ugm-3
2024-06-27,19:00:00,3.31983,V ugm-3
2024-06-27,20:00:00,3.7195,V ugm-3
2024-06-27,21:00:00,2.86677,V ugm-3
2024-06-27,22:00:00,2.66494,V ugm-3
2024-06-27,23:00:00,2.16307,V ugm-3
2024-06-27,24:00:00,1.20786,V ugm-3
2024-06-28,01:00:00,0.80469,V ugm-3
2024-06-28,02:00:00,0.60444,V ugm-3
2024-06-28,03:00:00,0.35311,V ugm-3
2024-06-28,04:00:00,0.30314,V ugm-3
2024-06-28,05:00:00,0.40281,V ugm-3
2024-06-28,06:00:00,0.70594,V ugm-3
2024-06-28,07:00:00,1.35943,V ugm-3
2024-06-28,08:00:00,2.46569,V ugm-3
2024-06-28,09:00:00,1.76307,V ugm-3
2024-06-28,10:00:00,1.26115,V ugm-3
2024-06-28,11:00:00,1.41189,V ugm-3
2024-06-28,12:00:00,1.81552,V ugm-3
2024-06-28,13:00:00,1.41161,V ugm-3
2024-06-28,14:00:00,1.31167,V ugm-3
2024-06-28,15:00:00,1.51294,V ugm-3
2024-06-28,16:00:00,1.1601,V ugm-3
2024-06-28,17:00:00,1.31084,V ugm-3
2024-06-28,18:00:00,1.2098,V ugm-3
2024-06-28,19:00:00,1.36054,V ugm-3
2024-06-28,20:00:00,1.4094,V ugm-3
2024-06-28,21:00:00,1.40912,V ugm-3
2024-06-28,22:00:00,1.4591,V ugm-3
2024-06-28,23:00:00,0.80506,V ugm-3
2024-06-28,24:00:00,0.90527,V ugm-3
2024-06-29,01:00:00,0.53742,V ugm-3
2024-06-29,02:00:00,1.47648,V ugm-3
2024-06-29,03:00:00,1.3081,V ugm-3
2024-06-29,04:00:00,1.20626,V ugm-3
2024-06-29,05:00:00,1.45911,V ugm-3
2024-06-29,06:00:00,0.80667,V ugm-3
2024-06-29,07:00:00,0.50517,V ugm-3
2024-06-29,08:00:00,0.70644,V ugm-3
2024-06-29,09:00:00,0.70804,V ugm-3
2024-06-29,10:00:00,1.05845,V ugm-3
2024-06-29,11:00:00,1.00847,V ugm-3
2024-06-29,12:00:00,1.0082,V ugm-3
2024-06-29,13:00:00,1.31024,V ugm-3
2024-06-29,14:00:00,0.85745,V ugm-3
2024-06-29,15:00:00,0.95876,V ugm-3
2024-06-29,16:00:00,1.3097,V ugm-3
2024-06-29,17:00:00,1.3097,V ugm-3
2024-06-29,18:00:00,1.25972,V ugm-3
2024-06-29,19:00:00,1.4094,V ugm-3
2024-06-29,20:00:00,1.71143,V ugm-3
2024-06-29,21:00:00,2.16341,V ugm-3
2024-06-29,22:00:00,2.6651,V ugm-3
2024-06-29,23:00:00,3.08305,V ugm-3
2024-06-29,24:00:00,2.21232,V ugm-3
2024-06-30,01:00:00,1.94481,V ugm-3
2024-06-30,02:00:00,4.95892,V ugm-3
2024-06-30,03:00:00,3.72022,V ugm-3
2024-06-30,04:00:00,3.26795,V ugm-3
2024-06-30,05:00:00,3.11745,V ugm-3
2024-06-30,06:00:00,1.96217,V ugm-3
2024-06-30,07:00:00,1.66014,V ugm-3
2024-06-30,08:00:00,1.3594,V ugm-3
2024-06-30,09:00:00,1.31096,V ugm-3
2024-06-30,10:00:00,0.95816,V ugm-3
2024-06-30,11:00:00,0.70715,V ugm-3
2024-06-30,12:00:00,1.2089,V ugm-3
2024-06-30,13:00:00,3.17055,V ugm-3
2024-06-30,14:00:00,5.08583,V ugm-3
2024-06-30,15:00:00,2.46909,V ugm-3
2024-06-30,16:00:00,2.065,V ugm-3
2024-06-30,17:00:00,3.01876,V ugm-3
2024-06-30,18:00:00,2.16395,V ugm-3
2024-06-30,19:00:00,1.86218,V ugm-3
2024-06-30,20:00:00,2.31393,V ugm-3
2024-06-30,21:00:00,2.06319,V ugm-3
2024-06-30,22:00:00,2.96644,V ugm-3
2024-06-30,23:00:00,2.61441,V ugm-3
2024-06-30,24:00:00,2.36341,V ugm-3
2024-07-01,01:00:00,4.02173,V ugm-3
2024-07-01,02:00:00,5.29486,V ugm-3
2024-07-01,03:00:00,1.76067,V ugm-3
2024-07-01,04:00:00,1.60966,V ugm-3
2024-07-01,05:00:00,2.76503,V ugm-3
2024-07-01,06:00:00,2.51525,V ugm-3
2024-07-01,07:00:00,3.47109,V ugm-3
2024-07-01,08:00:00,4.77872,V ugm-3
2024-07-01,09:00:00,4.68046,V ugm-3
2024-07-01,10:00:00,4.42893,V ugm-3
2024-07-01,11:00:00,4.68196,V ugm-3
2024-07-01,12:00:00,5.13725,V ugm-3
2024-07-01,13:00:00,3.12555,V ugm-3
2024-07-01,14:00:00,2.72101,V ugm-3
2024-07-01,15:00:00,2.51874,V ugm-3
2024-07-01,16:00:00,1.81392,V ugm-3
2024-07-01,17:00:00,1.15961,V ugm-3
2024-07-01,18:00:00,1.0076,V ugm-3
2024-07-01,19:00:00,0.80483,V ugm-3
2024-07-01,20:00:00,1.20787,V ugm-3
2024-07-01,21:00:00,2.56401,V ugm-3
2024-07-01,22:00:00,2.514,V ugm-3
2024-07-01,23:00:00,2.01245,V ugm-3
2024-07-01,24:00:00,1.10736,V ugm-3
2024-07-02,01:00:00,1.07377,V ugm-3
2024-07-02,02:00:00,1.20779,V ugm-3
2024-07-02,03:00:00,1.20835,V ugm-3
2024-07-02,04:00:00,1.35792,V ugm-3
2024-07-02,05:00:00,1.50966,V ugm-3
2024-07-02,06:00:00,2.76706,V ugm-3
2024-07-02,07:00:00,3.62217,V ugm-3
2024-07-02,08:00:00,4.58405,V ugm-3
2024-07-02,09:00:00,3.47501,V ugm-3
2024-07-02,10:00:00,2.06635,V ugm-3
2024-07-02,11:00:00,1.36298,V ugm-3
2024-07-02,12:00:00,2.81973,V ugm-3
2024-07-02,13:00:00,1.56305,V ugm-3
2024-07-02,14:00:00,2.57037,V ugm-3
2024-07-02,15:00:00,1.76384,V ugm-3
2024-07-02,16:00:00,2.5682,V ugm-3
2024-07-02,17:00:00,2.46648,V ugm-3
2024-07-02,18:00:00,2.16253,V ugm-3
2024-07-02,19:00:00,2.76803,V ugm-3
2024-07-02,20:00:00,3.92227,V ugm-3
2024-07-02,21:00:00,2.96665,V ugm-3
2024-07-02,22:00:00,2.8154,V ugm-3
2024-07-02,23:00:00,1.91052,V ugm-3
2024-07-02,24:00:00,2.36332,V ugm-3
2024-07-03,01:00:00,2.14506,V ugm-3
2024-07-03,02:00:00,1.54194,V ugm-3
2024-07-03,03:00:00,3.01702,V ugm-3
2024-07-03,04:00:00,3.16757,V ugm-3
2024-07-03,05:00:00,4.52436,V ugm-3
2024-07-03,06:00:00,6.48638,V ugm-3
2024-07-03,07:00:00,3.92495,V ugm-3
2024-07-03,08:00:00,5.3825,V ugm-3
2024-07-03,09:00:00,4.07295,V ugm-3
2024-07-03,10:00:00,4.37753,V ugm-3
2024-07-03,11:00:00,3.27342,V ugm-3
2024-07-03,12:00:00,4.5297,V ugm-3
2024-07-03,13:00:00,4.27793,V ugm-3
2024-07-03,14:00:00,6.59177,V ugm-3
2024-07-03,15:00:00,4.4308,V ugm-3
2024-07-03,16:00:00,3.57591,V ugm-3
2024-07-03,17:00:00,1.61297,V ugm-3
2024-07-03,18:00:00,1.00938,V ugm-3
2024-07-03,19:00:00,1.15854,V ugm-3
2024-07-03,20:00:00,1.36005,V ugm-3
2024-07-03,21:00:00,1.66068,V ugm-3
2024-07-03,22:00:00,2.31314,V ugm-3
2024-07-03,23:00:00,1.61019,V ugm-3
2024-07-03,24:00:00,1.86056,V ugm-3
2024-07-04,01:00:00,1.34213,V ugm-3
2024-07-04,02:00:00,0.4033,V ugm-3
2024-07-04,03:00:00,1.10735,V ugm-3
2024-07-04,04:00:00,2.21292,V ugm-3
2024-07-04,05:00:00,0.70524,V ugm-3
2024-07-04,06:00:00,0.60561,V ugm-3
2024-07-04,07:00:00,1.26037,V ugm-3
2024-07-04,08:00:00,1.21122,V ugm-3
2024-07-04,09:00:00,1.3113,V ugm-3
2024-07-04,10:00:00,1.51213,V ugm-3
2024-07-04,11:00:00,1.41272,V ugm-3
2024-07-04,12:00:00,1.26126,V ugm-3
2024-07-04,13:00:00,1.06021,V ugm-3
2024-07-04,14:00:00,1.31108,V ugm-3
2024-07-04,15:00:00,1.31041,V ugm-3
2024-07-04,16:00:00,1.31108,V ugm-3
2024-07-04,17:00:00,1.26081,V ugm-3
2024-07-04,18:00:00,1.05842,V ugm-3
2024-07-04,19:00:00,1.05776,V ugm-3
2024-07-04,20:00:00,1.20877,V ugm-3
2024-07-04,21:00:00,1.1078,V ugm-3
2024-07-04,22:00:00,1.10735,V ugm-3
2024-07-04,23:00:00,0.70458,V ugm-3
2024-07-04,24:00:00,0.50419,V ugm-3
2024-07-05,01:00:00,0.20192,V ugm-3
2024-07-05,02:00:00,0.26951,V ugm-3
2024-07-05,03:00:00,0.25261,V ugm-3
2024-07-05,04:00:00,1.25772,V ugm-3
2024-07-05,05:00:00,0.45368,V ugm-3
2024-07-05,06:00:00,1.15761,V ugm-3
2024-07-05,07:00:00,2.06454,V ugm-3
2024-07-05,08:00:00,2.01363,V ugm-3
2024-07-05,09:00:00,1.76337,V ugm-3
2024-07-05,10:00:00,1.76423,V ugm-3
2024-07-05,11:00:00,1.71268,V ugm-3
2024-07-05,12:00:00,1.86369,V ugm-3
2024-07-05,13:00:00,1.81321,V ugm-3
2024-07-05,14:00:00,1.66305,V ugm-3
2024-07-05,15:00:00,1.61193,V ugm-3
2024-07-05,16:00:00,2.01363,V ugm-3
2024-07-05,17:00:00,3.57315,V ugm-3
2024-07-05,18:00:00,3.67369,V ugm-3
2024-07-05,19:00:00,3.57273,V ugm-3
2024-07-05,20:00:00,4.52585,V ugm-3
2024-07-05,21:00:00,3.67112,V ugm-3
2024-07-05,22:00:00,3.3522,V ugm-3
2024-07-05,23:00:00,4.3742,V ugm-3
2024-07-05,24:00:00,3.21851,V ugm-3
2024-07-06,01:00:00,2.28103,V ugm-3
2024-07-06,02:00:00,5.49767,V ugm-3
2024-07-06,03:00:00,2.06306,V ugm-3
2024-07-06,04:00:00,3.46997,V ugm-3
2024-07-06,05:00:00,1.45963,V ugm-3
2024-07-06,06:00:00,1.56038,V ugm-3
2024-07-06,07:00:00,2.91927,V ugm-3
2024-07-06,08:00:00,2.87105,V ugm-3
2024-07-06,09:00:00,1.66173,V ugm-3
2024-07-06,10:00:00,0.95756,V ugm-3
2024-07-06,11:00:00,2.81996,V ugm-3
2024-07-06,12:00:00,1.91533,V ugm-3
2024-07-06,13:00:00,0.70704,V ugm-3
2024-07-06,14:00:00,2.56657,V ugm-3
2024-07-06,15:00:00,3.17328,V ugm-3
2024-07-06,16:00:00,1.61126,V ugm-3
2024-07-06,17:00:00,3.42113,V ugm-3
2024-07-06,18:00:00,3.92423,V ugm-3
2024-07-06,19:00:00,3.41949,V ugm-3
2024-07-06,20:00:00,2.96749,V ugm-3
2024-07-06,21:00:00,3.16876,V ugm-3
2024-07-06,22:00:00,3.4199,V ugm-3
2024-07-06,23:00:00,5.27881,V ugm-3
2024-07-06,24:00:00,4.92693,V ugm-3
2024-07-07,01:00:00,5.09572,V ugm-3
2024-07-07,02:00:00,4.62679,V ugm-3
2024-07-07,03:00:00,3.01745,V ugm-3
2024-07-07,04:00:00,1.71099,V ugm-3
2024-07-07,05:00:00,1.81114,V ugm-3
2024-07-07,06:00:00,1.91247,V ugm-3
2024-07-07,07:00:00,2.06406,V ugm-3
2024-07-07,08:00:00,1.10891,V ugm-3
2024-07-07,09:00:00,0.60639,V ugm-3
2024-07-07,10:00:00,0.606,V ugm-3
2024-07-07,11:00:00,0.4546,V ugm-3
2024-07-07,12:00:00,0.95731,V ugm-3
2024-07-07,13:00:00,2.92495,V ugm-3
2024-07-07,14:00:00,1.71236,V ugm-3
2024-07-07,15:00:00,2.6683,V ugm-3
2024-07-07,16:00:00,2.11473,V ugm-3
2024-07-07,17:00:00,2.51749,V ugm-3
2024-07-07,18:00:00,3.8752,V ugm-3
2024-07-07,19:00:00,3.97378,V ugm-3
2024-07-07,20:00:00,5.58286,V ugm-3
2024-07-07,21:00:00,2.76668,V ugm-3
2024-07-07,22:00:00,3.92234,V ugm-3
2024-07-07,23:00:00,3.11701,V ugm-3
2024-07-07,24:00:00,5.12845,V ugm-3
2024-07-08,01:00:00,10.53375,V ugm-3
2024-07-08,02:00:00,5.29702,V ugm-3
2024-07-08,03:00:00,3.26893,V ugm-3
2024-07-08,04:00:00,2.41446,V ugm-3
2024-07-08,05:00:00,2.61687,V ugm-3
2024-07-08,06:00:00,3.42425,V ugm-3
2024-07-08,07:00:00,3.92998,V ugm-3
2024-07-08,08:00:00,3.17606,V ugm-3
2024-07-08,09:00:00,1.91659,V ugm-3
2024-07-08,10:00:00,1.05931,V ugm-3
2024-07-08,11:00:00,1.26003,V ugm-3
2024-07-08,12:00:00,1.26059,V ugm-3
2024-07-08,13:00:00,1.41048,V ugm-3
2024-07-08,14:00:00,1.56224,V ugm-3
2024-07-08,15:00:00,1.21013,V ugm-3
2024-07-08,16:00:00,0.95764,V ugm-3
2024-07-08,17:00:00,2.51744,V ugm-3
2024-07-08,18:00:00,3.62403,V ugm-3
2024-07-08,19:00:00,2.26476,V ugm-3
2024-07-08,20:00:00,4.32581,V ugm-3
2024-07-08,21:00:00,6.99089,V ugm-3
2024-07-08,22:00:00,5.12925,V ugm-3
2024-07-08,23:00:00,3.47003,V ugm-3
2024-07-08,24:00:00,2.66527,V ugm-3
2024-07-09,01:00:00,2.48127,V ugm-3
2024-07-09,02:00:00,2.01202,V ugm-3
2024-07-09,03:00:00,2.3138,V ugm-3
2024-07-09,04:00:00,1.91123,V ugm-3
2024-07-09,05:00:00,2.61581,V ugm-3
2024-07-09,06:00:00,3.27102,V ugm-3
2024-07-09,07:00:00,5.53489,V ugm-3
2024-07-09,08:00:00,6.34075,V ugm-3
2024-07-09,09:00:00,3.72529,V ugm-3
2024-07-09,10:00:00,1.35961,V ugm-3
2024-07-09,11:00:00,2.2161,V ugm-3
2024-07-09,12:00:00,2.77021,V ugm-3
2024-07-09,13:00:00,3.52507,V ugm-3
2024-07-09,14:00:00,4.62991,V ugm-3
2024-07-09,15:00:00,5.73707,V ugm-3
2024-07-09,16:00:00,4.57857,V ugm-3
2024-07-09,17:00:00,4.57785,V ugm-3
2024-07-09,18:00:00,3.92479,V ugm-3
2024-07-09,19:00:00,3.27119,V ugm-3
2024-07-09,20:00:00,2.11376,V ugm-3
2024-07-09,21:00:00,1.40971,V ugm-3
2024-07-09,22:00:00,0.90605,V ugm-3
2024-07-09,23:00:00,1.25727,V ugm-3
2024-07-09,24:00:00,0.85577,V ugm-3
2024-07-10,01:00:00,0.93968,V ugm-3
2024-07-10,02:00:00,0.73743,V ugm-3
2024-07-10,03:00:00,0.90638,V ugm-3
2024-07-10,04:00:00,1.35822,V ugm-3
2024-07-10,05:00:00,1.15744,V ugm-3
2024-07-10,06:00:00,1.61064,V ugm-3
2024-07-10,07:00:00,3.62181,V ugm-3
2024-07-10,08:00:00,4.22601,V ugm-3
2024-07-10,09:00:00,3.27036,V ugm-3
2024-07-10,10:00:00,1.86322,V ugm-3
2024-07-10,11:00:00,2.36618,V ugm-3
2024-07-10,12:00:00,2.21551,V ugm-3
2024-07-10,13:00:00,1.86288,V ugm-3
2024-07-10,14:00:00,2.61792,V ugm-3
2024-07-10,15:00:00,2.86999,V ugm-3
2024-07-10,16:00:00,2.16472,V ugm-3
2024-07-10,17:00:00,2.36567,V ugm-3
2024-07-10,18:00:00,1.76232,V ugm-3
2024-07-10,19:00:00,1.00728,V ugm-3
2024-07-10,20:00:00,1.05705,V ugm-3
2024-07-10,21:00:00,1.40833,V ugm-3
2024-07-10,22:00:00,4.02337,V ugm-3
2024-07-10,23:00:00,1.50906,V ugm-3
2024-07-10,24:00:00,1.66057,V ugm-3
2024-07-11,01:00:00,1.6101,V ugm-3
2024-07-11,02:00:00,1.20784,V ugm-3
2024-07-11,03:00:00,2.46462,V ugm-3
2024-07-11,04:00:00,2.76664,V ugm-3
2024-07-11,05:00:00,3.26978,V ugm-3
2024-07-11,06:00:00,4.42659,V ugm-3
2024-07-11,07:00:00,4.93069,V ugm-3
2024-07-11,08:00:00,5.83705,V ugm-3
2024-07-11,09:00:00,2.76889,V ugm-3
2024-07-11,10:00:00,1.96341,V ugm-3
2024-07-11,11:00:00,2.26526,V ugm-3
2024-07-11,12:00:00,2.51763,V ugm-3
2024-07-11,13:00:00,1.7626,V ugm-3
2024-07-11,14:00:00,1.46123,V ugm-3
2024-07-11,15:00:00,3.6248,V ugm-3
2024-07-11,16:00:00,4.83141,V ugm-3
2024-07-11,17:00:00,3.87493,V ugm-3
2024-07-11,18:00:00,2.76953,V ugm-3
2024-07-11,19:00:00,2.26558,V ugm-3
2024-07-11,20:00:00,1.7618,V ugm-3
2024-07-11,21:00:00,1.50975,V ugm-3
2024-07-11,22:00:00,1.15761,V ugm-3
2024-07-11,23:00:00,0.8564,V ugm-3
2024-07-11,24:00:00,1.36034,V ugm-3
2024-07-12,01:00:00,1.87851,V ugm-3
2024-07-12,02:00:00,2.1471,V ugm-3
2024-07-12,03:00:00,1.86084,V ugm-3
2024-07-12,04:00:00,2.71614,V ugm-3
2024-07-12,05:00:00,2.66691,V ugm-3
2024-07-12,06:00:00,6.03811,V ugm-3
2024-07-12,07:00:00,2.46608,V ugm-3
2024-07-12,08:00:00,1.76255,V ugm-3
2024-07-12,09:00:00,1.66137,V ugm-3
2024-07-12,10:00:00,3.42376,V ugm-3
2024-07-12,11:00:00,2.9715,V ugm-3
2024-07-12,12:00:00,2.11605,V ugm-3
2024-07-12,13:00:00,2.16588,V ugm-3
2024-07-12,14:00:00,3.17188,V ugm-3
2024-07-12,15:00:00,1.66152,V ugm-3
2024-07-12,16:00:00,1.66182,V ugm-3
2024-07-12,17:00:00,2.16543,V ugm-3
2024-07-12,18:00:00,2.56756,V ugm-3
2024-07-12,19:00:00,4.52927,V ugm-3
2024-07-12,20:00:00,2.36505,V ugm-3
2024-07-12,21:00:00,1.81116,V ugm-3
2024-07-12,22:00:00,1.60987,V ugm-3
2024-07-12,23:00:00,3.72168,V ugm-3
2024-07-12,24:00:00,5.23053,V ugm-3
